route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible                                                                                                                                                                                                                                                
7130004040VRR,2025-10-132025-10-13153111,1531112025-10-13,,15311,,,,2                                                                                                                                                                                                                                                                                         
7130004040VRR,2025-10-142025-10-24153111,1531112025-10-14,,15311,,,,2                                                                                                                                                                                                                                                                                         
7840079400VRE,2025-10-092025-10-19154001,1540012025-10-09,,15400,,,,2                                                                                                                                                                                                                                                                                         
7840079400VRE,2025-10-092025-10-19154021,1540212025-10-09,,15402,,,,2                                                                                                                                                                                                                                                                                         
7310071500VRR,2025-10-092025-10-19154121,1541212025-10-09,,15412,,,,2                                                                                                                                                                                                                                                                                         
7310071600VRR,2025-10-092025-10-19155001,1550012025-10-09,,15500,,,,2                                                                                                                                                                                                                                                                                         
7160073100VRR,2025-10-092025-10-19155011,1550112025-10-09,,15501,,,,2                                                                                                                                                                                                                                                                                         
7160073100VRR,2025-10-092025-10-19155031,1550312025-10-09,,15503,,,,2                                                                                                                                                                                                                                                                                         
7310071600VRR,2025-10-092025-10-19155041,1550412025-10-09,,15504,,,,2                                                                                                                                                                                                                                                                                         
7160073100VRR,2025-10-092025-10-19155051,1550512025-10-09,,15505,,,,2                                                                                                                                                                                                                                                                                         
0404078400VRE,2025-10-092025-10-12155061,1550612025-10-09,,15506,,,,2                                                                                                                                                                                                                                                                                         
0404078400VRE,2025-10-132025-10-19155061,1550612025-10-13,,15506,,,,2                                                                                                                                                                                                                                                                                         
0404078400VRE,2025-10-202025-10-26155061,1550612025-10-20,,15506,,,,2                                                                                                                                                                                                                                                                                         
7840079400VRE,2025-10-092025-10-19155081,1550812025-10-09,,15508,,,,2                                                                                                                                                                                                                                                                                         
0404078400VRE,2025-10-092025-10-12155101,1551012025-10-09,,15510,,,,2                                                                                                                                                                                                                                                                                         
0404078400VRE,2025-10-132025-10-31155101,1551012025-10-13,,15510,,,,2                                                                                                                                                                                                                                                                                         
7310071600VRR,2025-10-092025-10-19155121,1551212025-10-09,,15512,,,,2                                                                                                                                                                                                                                                                                         
7160073100VRR,2025-10-092025-10-19155131,1551312025-10-09,,15513,,,,2                                                                                                                                                                                                                                                                                         
7310071600VRR,2025-10-092025-10-19155141,1551412025-10-09,,15514,,,,2                                                                                                                                                                                                                                                                                         
7310071600VRR,2025-10-092025-10-19155161,1551612025-10-09,,15516,,,,2                                                                                                                                                                                                                                                                                         
7160073100VRR,2025-10-092025-10-19155191,1551912025-10-09,,15519,,,,2                                                                                                                                                                                                                                                                                         
0404078400VRE,2025-10-092025-10-31155501,1555012025-10-09,,15550,,,,2                                                                                                                                                                                                                                                                                         
7850078400VRR,2025-10-092025-12-07156091,1560912025-10-09,,15609,,,,2                                                                                                                                                                                                                                                                                         
7850078400VRR,2025-12-082025-12-12156091,1560912025-12-08,,15609,,,,2                                                                                                                                                                                                                                                                                         
7840078500VRR,2025-10-092025-12-13156101,1561012025-10-09,,15610,,,,2                                                                                                                                                                                                                                                                                         
7850078400VRR,2025-10-092025-12-13156131,1561312025-10-09,,15613,,,,2                                                                                                                                                                                                                                                                                         
7840078700VRR,2025-10-092025-12-07156201,1562012025-10-09,,15620,,,,2                                                                                                                                                                                                                                                                                         
7840078700VRR,2025-12-082025-12-12156201,1562012025-12-08,,15620,,,,2                                                                                                                                                                                                                                                                                         
7850078400VRR,2025-10-092025-12-07156211,1562112025-10-09,,15621,,,,2                                                                                                                                                                                                                                                                                         
7850078400VRR,2025-12-082025-12-12156211,1562112025-12-08,,15621,,,,2                                                                                                                                                                                                                                                                                         
7850078400VRR,2025-10-092025-12-07156212,1562122025-10-09,,15621,,,,2                                                                                                                                                                                                                                                                                         
7850078400VRR,2025-12-082025-12-13156212,1562122025-12-08,,15621,,,,2                                                                                                                                                                                                                                                                                         
7840078700VRR,2025-10-092025-12-07156221,1562212025-10-09,,15622,,,,2                                                                                                                                                                                                                                                                                         
7840078700VRR,2025-12-082025-12-12156221,1562212025-12-08,,15622,,,,2                                                                                                                                                                                                                                                                                         
7870078400VRR,2025-10-092025-12-07156231,1562312025-10-09,,15623,,,,2                                                                                                                                                                                                                                                                                         
7870078400VRR,2025-12-082025-12-12156231,1562312025-12-08,,15623,,,,2                                                                                                                                                                                                                                                                                         
7840078700VRR,2025-10-092025-12-07156241,1562412025-10-09,,15624,,,,2                                                                                                                                                                                                                                                                                         
7840078700VRR,2025-12-082025-12-12156241,1562412025-12-08,,15624,,,,2                                                                                                                                                                                                                                                                                         
7870078400VRR,2025-10-092025-12-07156251,1562512025-10-09,,15625,,,,2                                                                                                                                                                                                                                                                                         
7870078400VRR,2025-12-082025-12-12156251,1562512025-12-08,,15625,,,,2                                                                                                                                                                                                                                                                                         
7840078700VRR,2025-10-092025-12-13156261,1562612025-10-09,,15626,,,,2                                                                                                                                                                                                                                                                                         
7870078400VRR,2025-10-092025-12-13156271,1562712025-10-09,,15627,,,,2                                                                                                                                                                                                                                                                                         
7840078700VRR,2025-10-092025-12-13156281,1562812025-10-09,,15628,,,,2                                                                                                                                                                                                                                                                                         
7870078400VRR,2025-10-092025-12-13156291,1562912025-10-09,,15629,,,,2                                                                                                                                                                                                                                                                                         
7840078500VRR,2025-10-092025-12-13156301,1563012025-10-09,,15630,,,,2                                                                                                                                                                                                                                                                                         
7870078400VRR,2025-10-092025-12-07156311,1563112025-10-09,,15631,,,,2                                                                                                                                                                                                                                                                                         
7870078400VRR,2025-12-082025-12-12156311,1563112025-12-08,,15631,,,,2                                                                                                                                                                                                                                                                                         
7840078500VRR,2025-10-092025-12-07156321,1563212025-10-09,,15632,,,,2                                                                                                                                                                                                                                                                                         
7840078500VRR,2025-12-082025-12-12156321,1563212025-12-08,,15632,,,,2                                                                                                                                                                                                                                                                                         
7840078700VRR,2025-10-092025-12-07156322,1563222025-10-09,,15632,,,,2                                                                                                                                                                                                                                                                                         
7840078700VRR,2025-12-082025-12-13156322,1563222025-12-08,,15632,,,,2                                                                                                                                                                                                                                                                                         
7850078400VRR,2025-10-092025-12-07156331,1563312025-10-09,,15633,,,,2                                                                                                                                                                                                                                                                                         
7850078400VRR,2025-12-082025-12-12156331,1563312025-12-08,,15633,,,,2                                                                                                                                                                                                                                                                                         
7870078400VRR,2025-10-092025-12-07156332,1563322025-10-09,,15633,,,,2                                                                                                                                                                                                                                                                                         
7870078400VRR,2025-12-082025-12-13156332,1563322025-12-08,,15633,,,,2                                                                                                                                                                                                                                                                                         
7840078500VRR,2025-10-092025-12-07156341,1563412025-10-09,,15634,,,,2                                                                                                                                                                                                                                                                                         
7840078500VRR,2025-12-082025-12-12156341,1563412025-12-08,,15634,,,,2                                                                                                                                                                                                                                                                                         
7840078700VRR,2025-10-092025-12-07156342,1563422025-10-09,,15634,,,,2                                                                                                                                                                                                                                                                                         
7840078700VRR,2025-12-082025-12-13156342,1563422025-12-08,,15634,,,,2                                                                                                                                                                                                                                                                                         
7850078400VRR,2025-10-092025-12-07156351,1563512025-10-09,,15635,,,,2                                                                                                                                                                                                                                                                                         
7850078400VRR,2025-12-082025-12-12156351,1563512025-12-08,,15635,,,,2                                                                                                                                                                                                                                                                                         
7870078400VRR,2025-10-092025-12-07156352,1563522025-10-09,,15635,,,,2                                                                                                                                                                                                                                                                                         
7870078400VRR,2025-12-082025-12-13156352,1563522025-12-08,,15635,,,,2                                                                                                                                                                                                                                                                                         
7840078500VRR,2025-10-092025-12-07156361,1563612025-10-09,,15636,,,,2                                                                                                                                                                                                                                                                                         
7840078500VRR,2025-12-082025-12-12156361,1563612025-12-08,,15636,,,,2                                                                                                                                                                                                                                                                                         
7840078500VRR,2025-10-092025-12-07156381,1563812025-10-09,,15638,,,,2                                                                                                                                                                                                                                                                                         
7840078500VRR,2025-12-082025-12-12156381,1563812025-12-08,,15638,,,,2                                                                                                                                                                                                                                                                                         
7850078400VRR,2025-10-092025-12-07156391,1563912025-10-09,,15639,,,,2                                                                                                                                                                                                                                                                                         
7850078400VRR,2025-12-082025-12-12156391,1563912025-12-08,,15639,,,,2                                                                                                                                                                                                                                                                                         
0404074217VRR,2025-10-092025-10-12156401,1564012025-10-09,,15640,,,,2                                                                                                                                                                                                                                                                                         
0404074217VRR,2025-10-142025-12-07156401,1564012025-10-14,,15640,,,,2                                                                                                                                                                                                                                                                                         
0404074217VRR,2025-12-092025-12-13156401,1564012025-12-09,,15640,,,,2                                                                                                                                                                                                                                                                                         
0404074217VRR,2025-10-112025-10-11156421,1564212025-10-11,,15642,,,,2                                                                                                                                                                                                                                                                                         
0404074217VRR,2025-10-122025-10-12156421,1564212025-10-12,,15642,,,,2                                                                                                                                                                                                                                                                                         
0404074217VRR,2025-10-132025-10-13156421,1564212025-10-13,,15642,,,,2                                                                                                                                                                                                                                                                                         
0404074217VRR,2025-10-142025-10-14156421,1564212025-10-14,,15642,,,,2                                                                                                                                                                                                                                                                                         
0404074217VRR,2025-10-152025-12-13156421,1564212025-10-15,,15642,,,,2                                                                                                                                                                                                                                                                                         
0404074200VRR,2025-10-092025-10-12156461,1564612025-10-09,,15646,,,,2                                                                                                                                                                                                                                                                                         
0404074200VRR,2025-10-132025-10-19156461,1564612025-10-13,,15646,,,,2                                                                                                                                                                                                                                                                                         
0404074200VRR,2025-10-202025-12-07156461,1564612025-10-20,,15646,,,,2                                                                                                                                                                                                                                                                                         
0404074200VRR,2025-12-082025-12-12156461,1564612025-12-08,,15646,,,,2                                                                                                                                                                                                                                                                                         
0404074217VRR,2025-10-092025-10-12156481,1564812025-10-09,,15648,,,,2                                                                                                                                                                                                                                                                                         
0404074217VRR,2025-10-132025-10-13156481,1564812025-10-13,,15648,,,,2                                                                                                                                                                                                                                                                                         
0404074217VRR,2025-10-142025-12-07156481,1564812025-10-14,,15648,,,,2                                                                                                                                                                                                                                                                                         
0404074217VRR,2025-12-082025-12-08156481,1564812025-12-08,,15648,,,,2                                                                                                                                                                                                                                                                                         
0404074217VRR,2025-12-092025-12-13156481,1564812025-12-09,,15648,,,,2                                                                                                                                                                                                                                                                                         
0404078302VRE,2025-10-092025-10-12156501,1565012025-10-09,,15650,,,,2                                                                                                                                                                                                                                                                                         
0404078302VRE,2025-10-132025-10-19156501,1565012025-10-13,,15650,,,,2                                                                                                                                                                                                                                                                                         
0404078302VRE,2025-10-202025-10-31156501,1565012025-10-20,,15650,,,,2                                                                                                                                                                                                                                                                                         
0404074200VRR,2025-10-092025-11-17157501,1575012025-10-09,,15750,,,,2                                                                                                                                                                                                                                                                                         
0404074200VRR,2025-10-092025-12-13157561,1575612025-10-09,,15756,,,,2                                                                                                                                                                                                                                                                                         
0404074200VRR,2025-10-092025-12-13157581,1575812025-10-09,,15758,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-10-092025-10-26158041,1580412025-10-09,,15804,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-10-272025-11-02158041,1580412025-10-27,,15804,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-11-032025-11-30158041,1580412025-11-03,,15804,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-12-012025-12-07158041,1580412025-12-01,,15804,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-12-082025-12-13158041,1580412025-12-08,,15804,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-10-092025-12-13158061,1580612025-10-09,,15806,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-10-092025-12-13158081,1580812025-10-09,,15808,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-10-092025-12-13158101,1581012025-10-09,,15810,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-10-092025-12-13158121,1581212025-10-09,,15812,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-10-092025-10-26158141,1581412025-10-09,,15814,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-10-272025-11-02158141,1581412025-10-27,,15814,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-11-032025-11-30158141,1581412025-11-03,,15814,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-12-012025-12-12158141,1581412025-12-01,,15814,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-10-092025-10-26158161,1581612025-10-09,,15816,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-11-032025-12-13158161,1581612025-11-03,,15816,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-10-092025-12-07158181,1581812025-10-09,,15818,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-12-082025-12-12158181,1581812025-12-08,,15818,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-10-092025-12-07158201,1582012025-10-09,,15820,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-12-082025-12-12158201,1582012025-12-08,,15820,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-10-092025-12-07158221,1582212025-10-09,,15822,,,,2                                                                                                                                                                                                                                                                                         
7931571801VRR,2025-12-082025-12-13158221,1582212025-12-08,,15822,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-10-092025-12-07158251,1582512025-10-09,,15825,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-12-082025-12-12158251,1582512025-12-08,,15825,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-10-092025-12-07158271,1582712025-10-09,,15827,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-12-082025-12-12158271,1582712025-12-08,,15827,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-10-092025-12-07158291,1582912025-10-09,,15829,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-12-082025-12-12158291,1582912025-12-08,,15829,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-10-092025-12-07158311,1583112025-10-09,,15831,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-12-082025-12-12158311,1583112025-12-08,,15831,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-10-092025-12-07158331,1583312025-10-09,,15833,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-12-082025-12-12158331,1583312025-12-08,,15833,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-10-092025-10-26158351,1583512025-10-09,,15835,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-11-032025-11-30158351,1583512025-11-03,,15835,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-12-082025-12-13158351,1583512025-12-08,,15835,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-10-092025-10-26158371,1583712025-10-09,,15837,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-10-272025-11-02158371,1583712025-10-27,,15837,,,,2                                                                                                                                                                                                                                                                                         
7180179316VRR,2025-11-032025-11-30158371,1583712025-11-03,,15837,,,,2                                                                                                                                                                                                                                                                                         
