route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible                                                                                                                                                                                                                                                
7180160000AV006,2026-01-122026-01-27030521,0305212026-01-12,,03052,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2026-01-292026-02-28030521,0305212026-01-29,,03052,,,,2                                                                                                                                                                                                                                                                                       
0404060000AV006,2026-01-122026-01-28030522,0305222026-01-12,,03052,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-10-092025-11-09030601,0306012025-10-09,,03060,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-11-112025-12-07030601,0306012025-11-11,,03060,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-092025-12-13030601,0306012025-12-09,,03060,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2026-01-162026-02-28030601,0306012026-01-16,,03060,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-10-092025-12-13030621,0306212025-10-09,,03062,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-142026-02-28030621,0306212025-12-14,,03062,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-10-092025-11-09030631,0306312025-10-09,,03063,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-11-112025-12-07030631,0306312025-11-11,,03063,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-092025-12-13030631,0306312025-12-09,,03063,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2026-01-092026-02-28030631,0306312026-01-09,,03063,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2025-10-092025-11-09030632,0306322025-10-09,,03063,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2025-11-112025-12-07030632,0306322025-11-11,,03063,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2025-12-092025-12-13030632,0306322025-12-09,,03063,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2026-01-092026-02-28030632,0306322026-01-09,,03063,,,,1                                                                                                                                                                                                                                                                                       
0404071801AV006,2025-10-092025-11-09030633,0306332025-10-09,,03063,,,,1                                                                                                                                                                                                                                                                                       
0404071801AV006,2025-11-112025-12-07030633,0306332025-11-11,,03063,,,,1                                                                                                                                                                                                                                                                                       
0404071801AV006,2025-12-092025-12-13030633,0306332025-12-09,,03063,,,,1                                                                                                                                                                                                                                                                                       
0404071801AV006,2026-01-092026-02-28030633,0306332026-01-09,,03063,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-10-092025-11-09030701,0307012025-10-09,,03070,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-11-112025-12-07030701,0307012025-11-11,,03070,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-092025-12-13030701,0307012025-12-09,,03070,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-142025-12-21030701,0307012025-12-14,,03070,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2026-01-072026-02-28030701,0307012026-01-07,,03070,,,,2                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-10-092025-11-09030711,0307112025-10-09,,03071,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-11-112025-12-07030711,0307112025-11-11,,03071,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-092025-12-13030711,0307112025-12-09,,03071,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-142025-12-21030711,0307112025-12-14,,03071,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2026-01-102026-02-28030711,0307112026-01-10,,03071,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2025-10-092025-12-13030731,0307312025-10-09,,03073,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2025-12-142025-12-24030731,0307312025-12-14,,03073,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2025-12-262026-02-28030731,0307312025-12-26,,03073,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-10-092025-12-13030732,0307322025-10-09,,03073,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-142025-12-24030732,0307322025-12-14,,03073,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-262026-02-28030732,0307322025-12-26,,03073,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-10-092025-10-31030801,0308012025-10-09,,03080,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-11-022025-11-09030801,0308012025-11-02,,03080,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-11-112025-12-05030801,0308012025-11-11,,03080,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-092025-12-13030801,0308012025-12-09,,03080,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-142025-12-23030801,0308012025-12-14,,03080,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-272025-12-30030801,0308012025-12-27,,03080,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2026-01-022026-01-04030801,0308012026-01-02,,03080,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2026-01-072026-02-28030801,0308012026-01-07,,03080,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-10-092025-11-09030811,0308112025-10-09,,03081,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-11-112025-12-07030811,0308112025-11-11,,03081,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-092025-12-13030811,0308112025-12-09,,03081,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-142025-12-22030811,0308112025-12-14,,03081,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-272025-12-30030811,0308112025-12-27,,03081,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2026-01-012026-02-28030811,0308112026-01-01,,03081,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-10-092025-11-08030821,0308212025-10-09,,03082,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-11-092025-11-09030821,0308212025-11-09,,03082,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-11-102025-12-13030821,0308212025-11-10,,03082,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-142026-02-28030821,0308212025-12-14,,03082,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-10-092025-12-13030831,0308312025-10-09,,03083,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-142025-12-23030831,0308312025-12-14,,03083,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-262025-12-30030831,0308312025-12-26,,03083,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2026-01-022026-01-04030831,0308312026-01-02,,03083,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2026-01-072026-02-28030831,0308312026-01-07,,03083,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-10-092025-12-07030911,0309112025-10-09,,03091,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-092025-12-13030911,0309112025-12-09,,03091,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-142025-12-21030911,0309112025-12-14,,03091,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2026-01-082026-02-28030911,0309112026-01-08,,03091,,,,1                                                                                                                                                                                                                                                                                       
0430760000AV006,2025-10-092025-12-13030921,0309212025-10-09,,03092,,,,1                                                                                                                                                                                                                                                                                       
0430760000AV006,2025-12-142026-02-28030921,0309212025-12-14,,03092,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-10-092025-12-13030922,0309222025-10-09,,03092,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-142026-02-28030922,0309222025-12-14,,03092,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-10-092025-12-13030923,0309232025-10-09,,03092,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-142026-02-28030923,0309232025-12-14,,03092,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-10-092025-12-13031121,0311212025-10-09,,03112,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-142026-02-28031121,0311212025-12-14,,03112,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-10-092025-12-13031131,0311312025-10-09,,03113,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-142026-02-28031131,0311312025-12-14,,03113,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2025-10-092025-12-13031132,0311322025-10-09,,03113,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2025-12-142026-02-28031132,0311322025-12-14,,03113,,,,1                                                                                                                                                                                                                                                                                       
0404071801AV006,2025-10-092025-12-13031133,0311332025-10-09,,03113,,,,1                                                                                                                                                                                                                                                                                       
0404071801AV006,2025-12-142026-02-28031133,0311332025-12-14,,03113,,,,1                                                                                                                                                                                                                                                                                       
6000078400AV006,2025-10-092025-12-13031134,0311342025-10-09,,03113,,,,1                                                                                                                                                                                                                                                                                       
6000078400AV006,2025-12-142026-02-28031134,0311342025-12-14,,03113,,,,1                                                                                                                                                                                                                                                                                       
0404078400AV006,2025-10-092025-12-13031135,0311352025-10-09,,03113,,,,1                                                                                                                                                                                                                                                                                       
0404078400AV006,2025-12-142026-02-28031135,0311352025-12-14,,03113,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-10-092025-11-09031221,0312212025-10-09,,03122,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-11-112025-12-07031221,0312212025-11-11,,03122,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-092025-12-13031221,0312212025-12-09,,03122,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-142026-02-28031221,0312212025-12-14,,03122,,,,1                                                                                                                                                                                                                                                                                       
7840060000AV006,2025-10-092025-11-09031222,0312222025-10-09,,03122,,,,1                                                                                                                                                                                                                                                                                       
7840060000AV006,2025-11-112025-12-07031222,0312222025-11-11,,03122,,,,1                                                                                                                                                                                                                                                                                       
7840060000AV006,2025-12-092025-12-13031222,0312222025-12-09,,03122,,,,1                                                                                                                                                                                                                                                                                       
7840060000AV006,2025-12-142026-02-28031222,0312222025-12-14,,03122,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-062025-12-06031233,0312332025-12-06,,03123,,,,1                                                                                                                                                                                                                                                                                       
6000078400AV006,2025-12-062025-12-06031234,0312342025-12-06,,03123,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-10-092025-11-09031311,0313112025-10-09,,03131,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-11-112025-11-13031311,0313112025-11-11,,03131,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-11-152025-12-07031311,0313112025-11-15,,03131,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-092025-12-13031311,0313112025-12-09,,03131,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-10-092025-12-13031401,0314012025-10-09,,03140,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-142025-12-23031401,0314012025-12-14,,03140,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2025-12-262025-12-31031401,0314012025-12-26,,03140,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2026-01-102026-01-18031401,0314012026-01-10,,03140,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2026-01-192026-01-28031401,0314012026-01-19,,03140,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2026-01-292026-02-28031401,0314012026-01-29,,03140,,,,2                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-10-092025-12-12031411,0314112025-10-09,,03141,,,,2                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-142025-12-21031411,0314112025-12-14,,03141,,,,2                                                                                                                                                                                                                                                                                       
6000071801AV006,2026-01-102026-01-17031411,0314112026-01-10,,03141,,,,2                                                                                                                                                                                                                                                                                       
6000071801AV006,2026-01-182026-02-28031411,0314112026-01-18,,03141,,,,2                                                                                                                                                                                                                                                                                       
6000004307AV006,2025-10-092025-12-13031431,0314312025-10-09,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2025-12-142025-12-23031431,0314312025-12-14,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2025-12-242025-12-26031431,0314312025-12-24,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2025-12-272025-12-30031431,0314312025-12-27,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2025-12-312026-01-01031431,0314312025-12-31,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2026-01-022026-01-04031431,0314312026-01-02,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2026-01-052026-01-06031431,0314312026-01-05,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2026-01-072026-02-28031431,0314312026-01-07,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-10-092025-12-13031432,0314322025-10-09,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-142025-12-23031432,0314322025-12-14,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-242025-12-26031432,0314322025-12-24,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-272025-12-30031432,0314322025-12-27,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2025-12-312026-01-01031432,0314322025-12-31,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2026-01-022026-01-04031432,0314322026-01-02,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2026-01-052026-01-06031432,0314322026-01-05,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2026-01-072026-02-28031432,0314322026-01-07,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2025-10-092025-12-13031433,0314332025-10-09,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2025-12-142025-12-23031433,0314332025-12-14,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2025-12-242025-12-26031433,0314332025-12-24,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2025-12-272025-12-30031433,0314332025-12-27,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2025-12-312026-01-01031433,0314332025-12-31,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2026-01-022026-01-04031433,0314332026-01-02,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2026-01-052026-01-06031433,0314332026-01-05,,03143,,,,1                                                                                                                                                                                                                                                                                       
